NAF name,Team,Race,Coach,Tournament,Rank,#,Alltime high,Avg Position,Avg Race NAF Rank,Avg Score,Avg_Alltime high,Avg_Coach rating,Avg_Win %,Avg_Year high,Coach rating,Description,Field_1,FileName,Individual Score,NAF #,NAF + Team Name,Naf nick,Number of Coaches,Number of Position,Number of Race,Number of Races,Package,PDF Name,Race Frequency,Races,Seeding,Seeding - Avg Alltime High,Seeding - Avg Win %,Seeding - Coach Rating,Seeding - Race Rank,Seeding - Year High,Skill,Stars,Type,Win %,Year high
Dragonwhelp,Belgium Eurobowl,Amazon,Dragonwhelp,Eurobowl,186.6,,215.61,0.8,182.8,228.8,228.8,211,59.5,226,211.85,Assistant coaches,417,eb_roster_extracted_20250923T074724,215.61,15298,DragonwhelpBelgium Eurobowl,dragonwhelp,797,66,81,30,None,Belgium_dragonwhelp_15298.pdf,81,30,19,19,21,20,15,18,2,Other,Others,48.58,215.61
Dragonwhelp,Belgium Eurobowl,Amazon,Dragonwhelp,Eurobowl,186.6,,215.61,1.0,182.8,228.8,228.8,211,59.5,226,211.85,Re-rolls,417,eb_roster_extracted_20250923T074724,215.61,15298,DragonwhelpBelgium Eurobowl,dragonwhelp,797,81,81,30,None,Belgium_dragonwhelp_15298.pdf,81,30,19,19,21,20,15,18,2,Other,Others,48.58,215.61
Yuri_the_Scourge,Netherlands Eurobowl,Amazon,Yuri_the_Scourge,Eurobowl,180.2,,241.76,1.0,177.3,244.8,244.8,225.2,61,238.6,223.03,Re-rolls,609,eb_roster_extracted_20250923T074724,241.76,25299,Yuri_the_ScourgeNetherlands Eurobowl,Yuri_the_Scourge,797,81,81,30,None,Yuri_the_Scourge_25299.pdf,81,30,16,16,16,15,21,16,2,Other,Others,62.45,228.12
Shirokov,Spain Eurobowl,Amazon,Shirokov,Eurobowl,224.83,,296.84,1.0,209.7,279.4,279.4,259.9,68.9,271.4,254.06,Re-rolls,680,eb_roster_extracted_20250923T074724,296.84,12520,ShirokovSpain Eurobowl,Shirokov,797,81,81,30,None,Shirokov_12520.pdf,81,30,5,5,2,4,6,4,2,Other,Others,71.88,270.56
Dementor,Wales Eurobowl,Amazon,Dementor,Eurobowl,203.77,,265.07,1.0,202.5,264.3,264.3,248.6,63.8,263.3,265.07,Re-rolls,732,eb_roster_extracted_20250923T074724,265.07,21143,DementorWales Eurobowl,dementor,797,81,81,30,None,Dementor_21143.pdf,81,30,10,10,9,8,9,7,3,Other,Others,50.4,265.07
sir_twist_089,Bulgaria Eurobowl,Black Orc,sir_twist_089 / 19749,Eurobowl,143.78,,210.73,0.3,150.8,183.4,183.4,166.1,49.3,176.4,170.88,- Team Mascot,434,eb_roster_extracted_20250923T074724,210.73,19749,sir_twist_089 / 19749Bulgaria Eurobowl,sir_twist_089,797,1,4,30,None,Sir_Twist_089_19749.pdf,4,30,28,28,28,28,30,27,1,Other,Others,49.78,210.73
sir_twist_089,Bulgaria Eurobowl,Black Orc,sir_twist_089 / 19749,Eurobowl,143.78,,210.73,0.8,150.8,183.4,183.4,166.1,49.3,176.4,170.88,Re-rolls,434,eb_roster_extracted_20250923T074724,210.73,19749,sir_twist_089 / 19749Bulgaria Eurobowl,sir_twist_089,797,3,4,30,None,Sir_Twist_089_19749.pdf,4,30,28,28,28,28,30,27,3,Other,Others,49.78,210.73
Rupert,Poland Eurobowl,Chaos Chosen,Rupert,Eurobowl,212.71,,237.47,0.4,200.8,255.2,255.2,229.4,63.8,248.4,235.18,Apothecary,636,eb_roster_extracted_20250923T074724,237.47,32817,RupertPoland Eurobowl,Rupert,797,19,47,30,None,Rupert_32817.pdf,47,30,13,13,10,13,10,12,1,Other,Others,60.07,237.47
Trefenwyd,USA,Chaos Chosen,Trefenwyd,Eurobowl,156.07,,258.54,0.4,182.8,286.1,286.1,267.9,76.3,278.3,241.56,Apothecary,729,eb_roster_extracted_20250923T074724,258.54,25645,TrefenwydUSA,Trefenwyd,797,19,47,30,None,Trefenwyd_25645.pdf,47,30,3,3,1,1,16,2,1,Other,Others,72.84,245.18
PigInSpace,Bulgaria Eurobowl,Chaos Chosen,PigInSpace 25748,Eurobowl,152.93,,194.65,1.0,150.8,183.4,183.4,166.1,49.3,176.4,184.97,Re-rolls,432,eb_roster_extracted_20250923T074724,194.65,25748,PigInSpace 25748Bulgaria Eurobowl,PigInSpace,797,47,47,30,None,PigInSpace_25748.pdf,47,30,28,28,28,28,30,27,3,Other,Others,56.25,194.65
Saki,Netherlands Eurobowl,Chaos Chosen,Saki,Eurobowl,171.75,,231.54,1.0,177.3,244.8,244.8,225.2,61,238.6,217.82,Re-rolls,607,eb_roster_extracted_20250923T074724,231.54,24134,SakiNetherlands Eurobowl,Saki,797,47,47,30,None,Saki_24134.pdf,47,30,16,16,16,15,21,16,3,Other,Others,58.16,223.37
Vital,Portugal Eurobowl,Chaos Chosen,Vital,Eurobowl,150,,248.57,1.0,166.6,227.9,227.9,206.2,61.4,187.3,238.5,Re-rolls,644,eb_roster_extracted_20250923T074724,248.57,30817,VitalPortugal Eurobowl,Vital,797,47,47,30,None,Vital_30817.pdf,47,30,20,20,15,21,25,26,3,Other,Others,69.35,0
Bertmac,Wales Eurobowl,Chaos Chosen,Bertmac,Eurobowl,164.13,,246.2,1.0,202.5,264.3,264.3,248.6,63.8,263.3,213.55,Re-rolls,731,eb_roster_extracted_20250923T074724,246.2,31560,BertmacWales Eurobowl,bertmac,797,47,47,30,None,bertmac_31560.pdf,47,30,10,10,9,8,9,7,3,Other,Others,61.85,246.2
Rupert,Poland Eurobowl,Chaos Chosen,Rupert,Eurobowl,212.71,,237.47,1.0,200.8,255.2,255.2,229.4,63.8,248.4,235.18,Re-rolls,636,eb_roster_extracted_20250923T074724,237.47,32817,RupertPoland Eurobowl,Rupert,797,47,47,30,None,Rupert_32817.pdf,47,30,13,13,10,13,10,12,3,Other,Others,60.07,237.47
Phoenix11,Italy Eurobowl,Chaos Chosen,Phoenix11,Eurobowl,225.08,,280.04,1.0,221.6,287.5,287.5,254.7,64.1,274,235.63,Re-rolls,575,eb_roster_extracted_20250923T074724,280.04,8402,Phoenix11Italy Eurobowl,Phoenix11,797,47,47,30,None,Phoenix11_8402.pdf,47,30,2,2,8,5,1,3,3,Other,Others,63.25,258.95
Trefenwyd,USA,Chaos Chosen,Trefenwyd,Eurobowl,156.07,,258.54,1.0,182.8,286.1,286.1,267.9,76.3,278.3,241.56,Re-rolls,729,eb_roster_extracted_20250923T074724,258.54,25645,TrefenwydUSA,Trefenwyd,797,47,47,30,None,Trefenwyd_25645.pdf,47,30,3,3,1,1,16,2,3,Other,Others,72.84,245.18
Mankiz,Lithuania,Dark Elf,Mankiz,Eurobowl,254.63,,300.24,1.0,180,216.1,216.1,203.7,57,214.7,280.05,Re-rolls,587,eb_roster_extracted_20250923T074724,300.24,29281,MankizLithuania,Mankiz,797,13,13,30,None,MANKIZ_29281.pdf,13,30,23,23,22,22,18,20,2,Other,Others,76.74,300.24
Raztout,France Eurobowl,Dark Elf,Raztout,Eurobowl,188.6,,289.64,1.0,214.3,282.8,282.8,250.2,64.6,268.5,235.05,Re-rolls,516,eb_roster_extracted_20250923T074724,289.64,16824,RaztoutFrance Eurobowl,Raztout,797,13,13,30,None,Raztout_16824.pdf,13,30,4,4,7,6,3,6,2,Other,Others,61.78,250.27
Ernedar,Czechia Eurobowl,Dwarf,Ernedar,Eurobowl,136.98,,194.47,0.6,168.8,222.3,222.3,198,56.5,211.4,147.19,Assistant coaches,460,eb_roster_extracted_20250923T074724,194.47,25398,ErnedarCzechia Eurobowl,ernedar,797,33,57,30,None,Ernedar_25398.pdf,57,30,22,22,23,23,24,21,1,Other,Others,48.36,181.47
Ernedar,Czechia Eurobowl,Dwarf,Ernedar,Eurobowl,136.98,,194.47,0.1,168.8,222.3,222.3,198,56.5,211.4,147.19,Dedicated fans,460,eb_roster_extracted_20250923T074724,194.47,25398,ErnedarCzechia Eurobowl,ernedar,797,7,57,30,None,Ernedar_25398.pdf,57,30,22,22,23,23,24,21,1,Other,Others,48.36,181.47
Dave,Netherlands Eurobowl,Dwarf,Dave,Eurobowl,203.98,,245.18,0.5,177.3,244.8,244.8,225.2,61,238.6,227.09,Apothecary,602,eb_roster_extracted_20250923T074724,245.18,140,DaveNetherlands Eurobowl,Dave,797,27,57,30,None,Dave_140.pdf,57,30,16,16,16,15,21,16,1,Other,Others,62.47,236.48
Oventa,Germany Eurobowl,Dwarf,Oventa,Eurobowl,212.14,,258.17,0.5,209.8,277.5,277.5,260,67,270,251.58,Apothecary,528,eb_roster_extracted_20250923T074724,258.17,9610,OventaGermany Eurobowl,Oventa,797,27,57,30,None,Oventa_9610.pdf,57,30,6,6,5,3,5,5,1,Other,Others,63.1,258.17
Dave,Netherlands Eurobowl,Dwarf,Dave,Eurobowl,203.98,,245.18,0.6,177.3,244.8,244.8,225.2,61,238.6,227.09,Assistant coaches,602,eb_roster_extracted_20250923T074724,245.18,140,DaveNetherlands Eurobowl,Dave,797,33,57,30,None,Dave_140.pdf,57,30,16,16,16,15,21,16,2,Other,Others,62.47,236.48
Dave,Netherlands Eurobowl,Dwarf,Dave,Eurobowl,203.98,,245.18,1.0,177.3,244.8,244.8,225.2,61,238.6,227.09,Re-rolls,602,eb_roster_extracted_20250923T074724,245.18,140,DaveNetherlands Eurobowl,Dave,797,57,57,30,None,Dave_140.pdf,57,30,16,16,16,15,21,16,2,Other,Others,62.47,236.48
Oventa,Germany Eurobowl,Dwarf,Oventa,Eurobowl,212.14,,258.17,0.6,209.8,277.5,277.5,260,67,270,251.58,Assistant coaches,528,eb_roster_extracted_20250923T074724,258.17,9610,OventaGermany Eurobowl,Oventa,797,33,57,30,None,Oventa_9610.pdf,57,30,6,6,5,3,5,5,2,Other,Others,63.1,258.17
Oventa,Germany Eurobowl,Dwarf,Oventa,Eurobowl,212.14,,258.17,1.0,209.8,277.5,277.5,260,67,270,251.58,Re-rolls,528,eb_roster_extracted_20250923T074724,258.17,9610,OventaGermany Eurobowl,Oventa,797,57,57,30,None,Oventa_9610.pdf,57,30,6,6,5,3,5,5,2,Other,Others,63.1,258.17
Ernedar,Czechia Eurobowl,Dwarf,Ernedar,Eurobowl,136.98,,194.47,1.0,168.8,222.3,222.3,198,56.5,211.4,147.19,Re-rolls,460,eb_roster_extracted_20250923T074724,194.47,25398,ErnedarCzechia Eurobowl,ernedar,797,57,57,30,None,Ernedar_25398.pdf,57,30,22,22,23,23,24,21,3,Other,Others,48.36,181.47
arukhlin,Cyprus,Elven Union,arukhlin_37590,Eurobowl,150,,158.93,0.8,151.4,163.2,163.2,160.1,49.3,18.8,156.27,Apothecary,451,eb_roster_extracted_20250923T074724,158.93,37590,arukhlin_37590Cyprus,arukhlin,797,49,62,30,None,arukhlin_37590.pdf,62,30,30,30,29,30,29,30,1,Other,Others,38.89,0
vifta,Hungary Eurobowl,Elven Union,EB_final.pdf,Eurobowl,150,,182.95,0.8,165.9,208.2,208.2,190,53.9,195.4,182.95,Apothecary,553,eb_roster_extracted_20250923T074724,182.95,37857,EB_final.pdfHungary Eurobowl,vifta,797,49,62,30,None,EB_final.pdf,62,30,24,24,25,25,26,24,1,Other,Others,63.33,182.95
Joost,Netherlands Eurobowl,Elven Union,Joost,Eurobowl,143.47,,233.86,0.8,177.3,244.8,244.8,225.2,61,238.6,217.99,Apothecary,605,eb_roster_extracted_20250923T074724,233.86,28257,JoostNetherlands Eurobowl,Joost,797,49,62,30,None,Joost_28257.pdf,62,30,16,16,16,15,21,16,1,Other,Others,63.02,233.86
Rags,Ireland Eurobowl,Elven Union,Rags,Eurobowl,173.41,,222.14,0.8,178.1,229.6,229.6,211.6,62.3,221.7,210.3,Apothecary,565,eb_roster_extracted_20250923T074724,222.14,28377,RagsIreland Eurobowl,rags,797,49,62,30,None,Rags_28377.pdf,62,30,18,18,13,19,20,19,1,Other,Others,63.54,222.14
Kithor,Switzerland Eurobowl,Elven Union,Kithor,Eurobowl,150,,265.37,0.8,210.1,268.8,268.8,236.6,62.4,247.7,214.19,Apothecary,702,eb_roster_extracted_20250923T074724,265.37,3874,KithorSwitzerland Eurobowl,Kithor,797,49,62,30,None,Kithor_3874.pdf,62,30,8,8,11,11,4,13,1,Other,Others,66.47,218.01
Andydavo,Wales Eurobowl,Elven Union,Andydavo,Eurobowl,184.91,,313.52,0.8,202.5,264.3,264.3,248.6,63.8,263.3,287.55,Apothecary,730,eb_roster_extracted_20250923T074724,313.52,19726,AndydavoWales Eurobowl,AndyDavo,797,49,62,30,None,andydavo_19726.pdf,62,30,10,10,9,8,9,7,1,Other,Others,73.9,313.52
Spartako,Italy Eurobowl,Elven Union,Spartako,Eurobowl,218.88,,307.42,0.8,221.6,287.5,287.5,254.7,64.1,274,280.67,Apothecary,577,eb_roster_extracted_20250923T074724,307.42,13417,SpartakoItaly Eurobowl,Spartako,797,49,62,30,None,Spartako_13417.pdf,62,30,2,2,8,5,1,3,1,Other,Others,69.05,280.67
blackpanther,Germany Eurobowl,Elven Union,blackpanther,Eurobowl,197.07,,262.98,0.8,209.8,277.5,277.5,260,67,270,259.17,Apothecary,525,eb_roster_extracted_20250923T074724,262.98,36752,blackpantherGermany Eurobowl,blackpanther,797,49,62,30,None,blackpanther_36752.PDF,62,30,6,6,5,3,5,5,1,Other,Others,69.17,262.98
Purplegoo,England Eurobowl,Elven Union,Purplegoo,Eurobowl,150,,292.06,0.8,218.7,287.5,287.5,263.8,67.4,281.8,280.46,Apothecary,488,eb_roster_extracted_20250923T074724,292.06,11777,PurplegooEngland Eurobowl,Purplegoo,797,49,62,30,None,Purplegoo_11777.pdf,62,30,1,1,4,2,2,1,1,Other,Others,69.82,280.46
arukhlin,Cyprus,Elven Union,arukhlin_37590,Eurobowl,150,,158.93,1.0,151.4,163.2,163.2,160.1,49.3,18.8,156.27,Re-rolls,451,eb_roster_extracted_20250923T074724,158.93,37590,arukhlin_37590Cyprus,arukhlin,797,61,62,30,None,arukhlin_37590.pdf,62,30,30,30,29,30,29,30,2,Other,Others,38.89,0
vifta,Hungary Eurobowl,Elven Union,EB_final.pdf,Eurobowl,150,,182.95,1.0,165.9,208.2,208.2,190,53.9,195.4,182.95,Re-rolls,553,eb_roster_extracted_20250923T074724,182.95,37857,EB_final.pdfHungary Eurobowl,vifta,797,61,62,30,None,EB_final.pdf,62,30,24,24,25,25,26,24,2,Other,Others,63.33,182.95
Joost,Netherlands Eurobowl,Elven Union,Joost,Eurobowl,143.47,,233.86,1.0,177.3,244.8,244.8,225.2,61,238.6,217.99,Re-rolls,605,eb_roster_extracted_20250923T074724,233.86,28257,JoostNetherlands Eurobowl,Joost,797,61,62,30,None,Joost_28257.pdf,62,30,16,16,16,15,21,16,2,Other,Others,63.02,233.86
Rags,Ireland Eurobowl,Elven Union,Rags,Eurobowl,173.41,,222.14,1.0,178.1,229.6,229.6,211.6,62.3,221.7,210.3,Re-rolls,565,eb_roster_extracted_20250923T074724,222.14,28377,RagsIreland Eurobowl,rags,797,61,62,30,None,Rags_28377.pdf,62,30,18,18,13,19,20,19,2,Other,Others,63.54,222.14
Kithor,Switzerland Eurobowl,Elven Union,Kithor,Eurobowl,150,,265.37,1.0,210.1,268.8,268.8,236.6,62.4,247.7,214.19,Re-rolls,702,eb_roster_extracted_20250923T074724,265.37,3874,KithorSwitzerland Eurobowl,Kithor,797,61,62,30,None,Kithor_3874.pdf,62,30,8,8,11,11,4,13,2,Other,Others,66.47,218.01
Andydavo,Wales Eurobowl,Elven Union,Andydavo,Eurobowl,184.91,,313.52,1.0,202.5,264.3,264.3,248.6,63.8,263.3,287.55,Re-rolls,730,eb_roster_extracted_20250923T074724,313.52,19726,AndydavoWales Eurobowl,AndyDavo,797,61,62,30,None,andydavo_19726.pdf,62,30,10,10,9,8,9,7,2,Other,Others,73.9,313.52
Spartako,Italy Eurobowl,Elven Union,Spartako,Eurobowl,218.88,,307.42,1.0,221.6,287.5,287.5,254.7,64.1,274,280.67,Re-rolls,577,eb_roster_extracted_20250923T074724,307.42,13417,SpartakoItaly Eurobowl,Spartako,797,61,62,30,None,Spartako_13417.pdf,62,30,2,2,8,5,1,3,2,Other,Others,69.05,280.67
blackpanther,Germany Eurobowl,Elven Union,blackpanther,Eurobowl,197.07,,262.98,1.0,209.8,277.5,277.5,260,67,270,259.17,Re-rolls,525,eb_roster_extracted_20250923T074724,262.98,36752,blackpantherGermany Eurobowl,blackpanther,797,61,62,30,None,blackpanther_36752.PDF,62,30,6,6,5,3,5,5,2,Other,Others,69.17,262.98
Purplegoo,England Eurobowl,Elven Union,Purplegoo,Eurobowl,150,,292.06,1.0,218.7,287.5,287.5,263.8,67.4,281.8,280.46,Re-rolls,488,eb_roster_extracted_20250923T074724,292.06,11777,PurplegooEngland Eurobowl,Purplegoo,797,61,62,30,None,Purplegoo_11777.pdf,62,30,1,1,4,2,2,1,2,Other,Others,69.82,280.46
gcoleman76,Wales Eurobowl,High Elf,gcoleman76,Eurobowl,215.8,,263.19,1.1,202.5,264.3,264.3,248.6,63.8,263.3,246.5,Re-rolls,733,eb_roster_extracted_20250923T074724,263.19,1009,gcoleman76Wales Eurobowl,GColeman76,797,18,17,30,None,gcoleman76_1009.pdf,17,30,10,10,9,8,9,7,2,Other,Others,65.98,256.58
Edwin,Netherlands Eurobowl,Human,Edwin,Eurobowl,166.7,,252.96,0.8,177.3,244.8,244.8,225.2,61,238.6,209.69,Apothecary,603,eb_roster_extracted_20250923T074724,252.96,25301,EdwinNetherlands Eurobowl,Edwin,797,35,45,30,None,Ediwn_25301.pdf,45,30,16,16,16,15,21,16,1,Other,Others,59.29,239.23
Purdindas,Scotland Eurobowl,Human,Purdindas,Eurobowl,189.41,,229.09,0.8,203.2,257.2,257.2,240.1,62.2,257.1,205.84,Apothecary,653,eb_roster_extracted_20250923T074724,229.09,10831,PurdindasScotland Eurobowl,Purdindas,797,35,45,30,None,Purdindas_10831.pdf,45,30,11,11,14,10,8,10,1,Other,Others,53.2,229.09
Rubick,Wales Eurobowl,Human,Rubick,Eurobowl,202.55,,245.71,0.8,202.5,264.3,264.3,248.6,63.8,263.3,220.02,Apothecary,737,eb_roster_extracted_20250923T074724,245.71,17243,RubickWales Eurobowl,Rubick,797,35,45,30,None,Rubick_17243.pdf,45,30,10,10,9,8,9,7,1,Other,Others,60.26,245.71
Drakenspear,Canada Eurobowl,Human,Drakenspear,Eurobowl,165.79,,269.21,0.8,192.4,256.3,256.3,232.6,67.8,248.4,256.12,Apothecary,441,eb_roster_extracted_20250923T074724,269.21,28841,DrakenspearCanada Eurobowl,Drakenspear,797,35,45,30,None,Drakenspear_28841.pdf,45,30,12,12,3,12,13,11,1,Other,Others,68.55,269.21
Edwin,Netherlands Eurobowl,Human,Edwin,Eurobowl,166.7,,252.96,1.0,177.3,244.8,244.8,225.2,61,238.6,209.69,Re-rolls,603,eb_roster_extracted_20250923T074724,252.96,25301,EdwinNetherlands Eurobowl,Edwin,797,45,45,30,None,Ediwn_25301.pdf,45,30,16,16,16,15,21,16,3,Other,Others,59.29,239.23
Purdindas,Scotland Eurobowl,Human,Purdindas,Eurobowl,189.41,,229.09,1.0,203.2,257.2,257.2,240.1,62.2,257.1,205.84,Re-rolls,653,eb_roster_extracted_20250923T074724,229.09,10831,PurdindasScotland Eurobowl,Purdindas,797,45,45,30,None,Purdindas_10831.pdf,45,30,11,11,14,10,8,10,3,Other,Others,53.2,229.09
Rubick,Wales Eurobowl,Human,Rubick,Eurobowl,202.55,,245.71,1.0,202.5,264.3,264.3,248.6,63.8,263.3,220.02,Re-rolls,737,eb_roster_extracted_20250923T074724,245.71,17243,RubickWales Eurobowl,Rubick,797,45,45,30,None,Rubick_17243.pdf,45,30,10,10,9,8,9,7,3,Other,Others,60.26,245.71
Drakenspear,Canada Eurobowl,Human,Drakenspear,Eurobowl,165.79,,269.21,1.0,192.4,256.3,256.3,232.6,67.8,248.4,256.12,Re-rolls,441,eb_roster_extracted_20250923T074724,269.21,28841,DrakenspearCanada Eurobowl,Drakenspear,797,45,45,30,None,Drakenspear_28841.pdf,45,30,12,12,3,12,13,11,3,Other,Others,68.55,269.21
BachoKolio,Bulgaria Eurobowl,Khorne,BachoKolio_25403,Eurobowl,155.54,,148.64,1.0,150.8,183.4,183.4,166.1,49.3,176.4,140.23,Re-rolls,427,eb_roster_extracted_20250923T074724,148.64,25403,BachoKolio_25403Bulgaria Eurobowl,bachokolio,797,12,12,30,None,bachokolio_25403.pdf,12,30,28,28,28,28,30,27,3,Other,Others,37.82,140.23
shriyke,Scotland Eurobowl,Lizardmen,shriyke 30033,Eurobowl,205.42,,245.26,0.4,203.2,257.2,257.2,240.1,62.2,257.1,230.84,Assistant coaches,655,eb_roster_extracted_20250923T074724,245.26,30033,shriyke 30033Scotland Eurobowl,shriyke,797,6,17,30,None,Shriyke 30033.pdf,17,30,11,11,14,10,8,10,1,Other,Others,59.39,245.26
orcster,Wales Eurobowl,Lizardmen,orcster,Eurobowl,223.46,,238.41,0.2,202.5,264.3,264.3,248.6,63.8,263.3,224.83,Apothecary,736,eb_roster_extracted_20250923T074724,238.41,26554,orcsterWales Eurobowl,orcster,797,3,17,30,None,Orcster_26554.pdf,17,30,10,10,9,8,9,7,1,Other,Others,61.86,238.41
orcster,Wales Eurobowl,Lizardmen,orcster,Eurobowl,223.46,,238.41,0.1,202.5,264.3,264.3,248.6,63.8,263.3,224.83,Dedicated fans,736,eb_roster_extracted_20250923T074724,238.41,26554,orcsterWales Eurobowl,orcster,797,2,17,30,None,Orcster_26554.pdf,17,30,10,10,9,8,9,7,1,Other,Others,61.86,238.41
SparTaNxX,Greece Eurobowl,Lizardmen,SparTaNxX_34215,Eurobowl,134.56,,147.26,1.0,173.7,208.1,208.1,197.9,56.3,203.7,132.88,Re-rolls,544,eb_roster_extracted_20250923T074724,147.26,34215,SparTaNxX_34215Greece Eurobowl,SparTaNxX,797,17,17,30,None,SparTaNxX_34215.pdf,17,30,25,25,24,24,23,22,2,Other,Others,35.29,135.53
Wolfhound,Czechia Eurobowl,Lizardmen,Wolfhound,Eurobowl,177.78,,200.63,1.0,168.8,222.3,222.3,198,56.5,211.4,189.06,Re-rolls,466,eb_roster_extracted_20250923T074724,200.63,23827,WolfhoundCzechia Eurobowl,Wolfhound,797,17,17,30,None,Wolfhound_23827.pdf,17,30,22,22,23,23,24,21,2,Other,Others,55.22,195.2
shriyke,Scotland Eurobowl,Lizardmen,shriyke 30033,Eurobowl,205.42,,245.26,1.0,203.2,257.2,257.2,240.1,62.2,257.1,230.84,Re-rolls,655,eb_roster_extracted_20250923T074724,245.26,30033,shriyke 30033Scotland Eurobowl,shriyke,797,17,17,30,None,Shriyke 30033.pdf,17,30,11,11,14,10,8,10,2,Other,Others,59.39,245.26
Grosnain,Switzerland Eurobowl,Lizardmen,Gros Nain,Eurobowl,258.78,,275.45,1.0,210.1,268.8,268.8,236.6,62.4,247.7,255.2,Re-rolls,699,eb_roster_extracted_20250923T074724,275.45,14524,Gros NainSwitzerland Eurobowl,grosnain,797,17,17,30,None,grosnain_14524.pdf,17,30,8,8,11,11,4,13,2,Other,Others,65.19,255.34
orcster,Wales Eurobowl,Lizardmen,orcster,Eurobowl,223.46,,238.41,1.0,202.5,264.3,264.3,248.6,63.8,263.3,224.83,Re-rolls,736,eb_roster_extracted_20250923T074724,238.41,26554,orcsterWales Eurobowl,orcster,797,17,17,30,None,Orcster_26554.pdf,17,30,10,10,9,8,9,7,2,Other,Others,61.86,238.41
graysonstark,Ukraine,Necromantic Horror,graysonstark - 33608,Eurobowl,171.22,,210.44,0.5,152.1,177,177,164.6,47.5,175.4,179.66,Assistant coaches,717,eb_roster_extracted_20250923T074724,210.44,33608,graysonstark - 33608Ukraine,graysonstark,797,34,73,30,None,graysonstark - 33608.pdf,73,30,29,29,30,29,28,28,1,Other,Others,53.91,210.44
Novi,Slovenia,Necromantic Horror,Novi / NAF: 31896,Eurobowl,163.89,,197.42,0.5,159.5,194.7,194.7,179.9,52.1,193,186.91,Assistant coaches,669,eb_roster_extracted_20250923T074724,197.42,31896,Novi / NAF: 31896Slovenia,Novi,797,34,73,30,None,Novi_31896.pdf,73,30,27,27,27,27,27,25,1,Other,Others,56.79,189.96
Mind_Locker,Greece Eurobowl,Necromantic Horror,Mind_Locker_29192,Eurobowl,194.52,,214.78,0.5,173.7,208.1,208.1,197.9,56.3,203.7,211.47,Assistant coaches,543,eb_roster_extracted_20250923T074724,214.78,29192,Mind_Locker_29192Greece Eurobowl,Mind_Locker,797,34,73,30,None,Mind_Locker_29192.pdf,73,30,25,25,24,24,23,22,1,Other,Others,58.82,214.78
HLiNiC,Czechia Eurobowl,Necromantic Horror,HLiNiC,Eurobowl,205.25,,263.34,0.5,168.8,222.3,222.3,198,56.5,211.4,215.57,Assistant coaches,463,eb_roster_extracted_20250923T074724,263.34,35650,HLiNiCCzechia Eurobowl,HLiNiC,797,34,73,30,None,HLiNiC_35650.pdf,73,30,22,22,23,23,24,21,1,Other,Others,67.07,235.37
baronvdw,Malta Eurobowl,Necromantic Horror,baronvdw,Eurobowl,172.12,,254.41,0.5,191.3,249,249,224.1,59.6,247.1,222.9,Assistant coaches,595,eb_roster_extracted_20250923T074724,254.41,27703,baronvdwMalta Eurobowl,Baronvdw,797,34,73,30,None,baronvdw_27703.pdf,73,30,15,15,19,16,14,14,1,Other,Others,65.97,254.41
EvilSmoothie,Finland Eurobowl,Necromantic Horror,EvilSmoothie - 28783,Eurobowl,196.57,,229.9,0.5,197.4,244.8,244.8,220.4,60.8,240.9,212.86,Assistant coaches,501,eb_roster_extracted_20250923T074724,229.9,28783,EvilSmoothie - 28783Finland Eurobowl,EvilSmoothie,797,34,73,30,None,EvilSmoothie_28783.pdf,73,30,17,17,17,17,12,15,1,Other,Others,60.97,227.12
Cerumol,Ireland Eurobowl,Necromantic Horror,Cerumol,Eurobowl,150,,233.73,0.5,178.1,229.6,229.6,211.6,62.3,221.7,227.25,Assistant coaches,559,eb_roster_extracted_20250923T074724,233.73,17831,CerumolIreland Eurobowl,cerumol,797,34,73,30,None,Cerumol_17831.pdf,73,30,18,18,13,19,20,19,1,Other,Others,58.33,227.25
Ever,Spain Eurobowl,Necromantic Horror,Ever,Eurobowl,197.7,,265.41,0.5,209.7,279.4,279.4,259.9,68.9,271.4,249.64,Assistant coaches,677,eb_roster_extracted_20250923T074724,265.41,13511,EverSpain Eurobowl,Ever,797,34,73,30,None,Ever_13511.pdf,73,30,5,5,2,4,6,4,1,Other,Others,67.52,265.41
Mutley200,Bulgaria Eurobowl,Necromantic Horror,Mutley200,Eurobowl,156.83,,158.93,1.0,150.8,183.4,183.4,166.1,49.3,176.4,157.16,Re-rolls,431,eb_roster_extracted_20250923T074724,158.93,32170,Mutley200Bulgaria Eurobowl,mutley200,797,73,73,30,None,mutley200_32170.pdf,73,30,28,28,28,28,30,27,2,Other,Others,44.79,158.93
Mynock,Norway Eurobowl,Necromantic Horror,Mynock,Eurobowl,197.45,,244.86,1.0,179.9,252.3,252.3,225.7,60.6,234.3,227.34,Re-rolls,621,eb_roster_extracted_20250923T074724,244.86,20775,MynockNorway Eurobowl,mynock,797,73,73,30,None,mynock_20775.pdf,73,30,14,14,18,14,19,17,2,Other,Others,60.39,227.34
Mepmuff,Netherlands Eurobowl,Necromantic Horror,Mepmuff,Eurobowl,150,,234.31,1.0,177.3,244.8,244.8,225.2,61,238.6,214.72,Re-rolls,606,eb_roster_extracted_20250923T074724,234.31,6123,MepmuffNetherlands Eurobowl,Mepmuff,797,73,73,30,None,Mepmuff_6123.pdf,73,30,16,16,16,15,21,16,2,Other,Others,56,228.85
