,number,position,skills,cnt,team_id,coach_name,tournament_name,roster.name
966,99,PrayersToNuffle,,2,164993,Cringetof,WTKM V: Kibice Kontratakują,Necromantic Horror
967,12,Altern Forest Treeman,Guard,1,166584,Alf,WTKM V: Kibice Kontratakują,Old World Alliance
968,11,Dwarf Blitzer,Guard,1,166584,Alf,WTKM V: Kibice Kontratakują,Old World Alliance
969,10,Troll Slayer,Mighty Blow,1,166584,Alf,WTKM V: Kibice Kontratakują,Old World Alliance
970,9,Human Blitzer,Guard,1,166584,Alf,WTKM V: Kibice Kontratakują,Old World Alliance
971,8,Dwarf Runner,Block,1,166584,Alf,WTKM V: Kibice Kontratakują,Old World Alliance
972,7,Human Catcher,Block,1,166584,Alf,WTKM V: Kibice Kontratakują,Old World Alliance
973,6,Dwarf Lineman,,1,166584,Alf,WTKM V: Kibice Kontratakują,Old World Alliance
974,5,Dwarf Lineman,,1,166584,Alf,WTKM V: Kibice Kontratakują,Old World Alliance
975,4,Dwarf Lineman,,1,166584,Alf,WTKM V: Kibice Kontratakują,Old World Alliance
976,3,Human Lineman,,1,166584,Alf,WTKM V: Kibice Kontratakują,Old World Alliance
977,2,Halfling Hopeful,,1,166584,Alf,WTKM V: Kibice Kontratakują,Old World Alliance
978,1,Halfling Hopeful,,1,166584,Alf,WTKM V: Kibice Kontratakują,Old World Alliance
979,99,rerolls,,3,166584,Alf,WTKM V: Kibice Kontratakują,Old World Alliance
980,99,TempAgencyCheerleaders,,1,166584,Alf,WTKM V: Kibice Kontratakują,Old World Alliance
981,99,PrayersToNuffle,,2,166584,Alf,WTKM V: Kibice Kontratakują,Old World Alliance
982,1,Tomb Guardian,Mighty Blow,1,161409,Szymu,WTKM V: Kibice Kontratakują,Tomb Kings
983,2,Tomb Guardian,Mighty Blow,1,161409,Szymu,WTKM V: Kibice Kontratakują,Tomb Kings
984,3,Tomb Guardian,Mighty Blow,1,161409,Szymu,WTKM V: Kibice Kontratakują,Tomb Kings
985,4,Tomb Guardian,Mighty Blow,1,161409,Szymu,WTKM V: Kibice Kontratakują,Tomb Kings
986,5,Tomb Kings Blitzer,Tackle,1,161409,Szymu,WTKM V: Kibice Kontratakują,Tomb Kings
987,6,Tomb Kings Blitzer,Guard,1,161409,Szymu,WTKM V: Kibice Kontratakują,Tomb Kings
988,7,Tomb Kings Thrower,Block,1,161409,Szymu,WTKM V: Kibice Kontratakują,Tomb Kings
989,8,Tomb Kings Thrower,Leader,1,161409,Szymu,WTKM V: Kibice Kontratakują,Tomb Kings
990,9,Skeleton Lineman,,1,161409,Szymu,WTKM V: Kibice Kontratakują,Tomb Kings
991,10,Skeleton Lineman,,1,161409,Szymu,WTKM V: Kibice Kontratakują,Tomb Kings
992,11,Skeleton Lineman,,1,161409,Szymu,WTKM V: Kibice Kontratakują,Tomb Kings
993,12,Skeleton Lineman,,1,161409,Szymu,WTKM V: Kibice Kontratakują,Tomb Kings
994,13,Skeleton Lineman,,1,161409,Szymu,WTKM V: Kibice Kontratakują,Tomb Kings
995,14,Skeleton Lineman,,1,161409,Szymu,WTKM V: Kibice Kontratakują,Tomb Kings
996,99,rerolls,,2,161409,Szymu,WTKM V: Kibice Kontratakują,Tomb Kings
997,99,PrayersToNuffle,,1,161409,Szymu,WTKM V: Kibice Kontratakują,Tomb Kings
998,1,Bretonnian Knight Thrower,Block,1,165061,Maruda,WTKM V: Kibice Kontratakują,Bretonnian
999,2,Bretonnian Knight Thrower,Block,1,165061,Maruda,WTKM V: Kibice Kontratakują,Bretonnian
1000,3,Bretonnian Knight Catcher,Dodge,1,165061,Maruda,WTKM V: Kibice Kontratakują,Bretonnian
1001,4,Bretonnian Knight Catcher,Dodge,1,165061,Maruda,WTKM V: Kibice Kontratakują,Bretonnian
1002,5,Grail Knight,Dodge,1,165061,Maruda,WTKM V: Kibice Kontratakują,Bretonnian
1003,6,Grail Knight,Dodge,1,165061,Maruda,WTKM V: Kibice Kontratakują,Bretonnian
1004,7,Bretonnian Squire,,1,165061,Maruda,WTKM V: Kibice Kontratakują,Bretonnian
1005,8,Bretonnian Squire,,1,165061,Maruda,WTKM V: Kibice Kontratakują,Bretonnian
1006,9,Bretonnian Squire,,1,165061,Maruda,WTKM V: Kibice Kontratakują,Bretonnian
1007,10,Bretonnian Squire,,1,165061,Maruda,WTKM V: Kibice Kontratakują,Bretonnian
1008,11,Bretonnian Squire,,1,165061,Maruda,WTKM V: Kibice Kontratakują,Bretonnian
1009,12,Bretonnian Squire,,1,165061,Maruda,WTKM V: Kibice Kontratakują,Bretonnian
1010,13,Bretonnian Squire,,1,165061,Maruda,WTKM V: Kibice Kontratakują,Bretonnian
1011,99,rerolls,,3,165061,Maruda,WTKM V: Kibice Kontratakują,Bretonnian
1012,99,BlitzerBestKeg,,1,165061,Maruda,WTKM V: Kibice Kontratakują,Bretonnian
1013,2,Saurus Blocker,Block,1,165276,DamianO,WTKM V: Kibice Kontratakują,Lizardmen
1014,3,Saurus Blocker,Block,1,165276,DamianO,WTKM V: Kibice Kontratakują,Lizardmen
1015,4,Saurus Blocker,Block,1,165276,DamianO,WTKM V: Kibice Kontratakują,Lizardmen
1016,5,Saurus Blocker,Block,1,165276,DamianO,WTKM V: Kibice Kontratakują,Lizardmen
1017,6,Saurus Blocker,Frenzy,1,165276,DamianO,WTKM V: Kibice Kontratakują,Lizardmen
1018,7,Saurus Blocker,,1,165276,DamianO,WTKM V: Kibice Kontratakują,Lizardmen
1019,8,Chameleon Skink,,1,165276,DamianO,WTKM V: Kibice Kontratakują,Lizardmen
1020,9,Skink Lineman,,1,165276,DamianO,WTKM V: Kibice Kontratakują,Lizardmen
1021,10,Skink Lineman,,1,165276,DamianO,WTKM V: Kibice Kontratakują,Lizardmen
1022,11,Skink Lineman,,1,165276,DamianO,WTKM V: Kibice Kontratakują,Lizardmen
1023,12,Skink Lineman,,1,165276,DamianO,WTKM V: Kibice Kontratakują,Lizardmen
1024,1,Kroxigor,Guard,1,165276,DamianO,WTKM V: Kibice Kontratakują,Lizardmen
1025,99,rerolls,,1,165276,DamianO,WTKM V: Kibice Kontratakują,Lizardmen
1026,2,Werewolf,Block,1,165012,Nimar,WTKM V: Kibice Kontratakują,Necromantic Horror
1027,11,Werewolf,Block,1,165012,Nimar,WTKM V: Kibice Kontratakują,Necromantic Horror
1028,3,Flesh Golem,Guard,1,165012,Nimar,WTKM V: Kibice Kontratakują,Necromantic Horror
1029,4,Flesh Golem,Guard,1,165012,Nimar,WTKM V: Kibice Kontratakują,Necromantic Horror
1030,5,Wraith,Tackle,1,165012,Nimar,WTKM V: Kibice Kontratakują,Necromantic Horror
1031,6,Wraith,Mighty Blow,1,165012,Nimar,WTKM V: Kibice Kontratakują,Necromantic Horror
1032,7,Ghoul Runner,Block,1,165012,Nimar,WTKM V: Kibice Kontratakują,Necromantic Horror
1033,8,Ghoul Runner,Block,1,165012,Nimar,WTKM V: Kibice Kontratakują,Necromantic Horror
1034,9,Zombie Lineman,,1,165012,Nimar,WTKM V: Kibice Kontratakują,Necromantic Horror
1035,10,Zombie Lineman,,1,165012,Nimar,WTKM V: Kibice Kontratakują,Necromantic Horror
1036,1,Zombie Lineman,,1,165012,Nimar,WTKM V: Kibice Kontratakują,Necromantic Horror
1037,99,rerolls,,3,165012,Nimar,WTKM V: Kibice Kontratakują,Necromantic Horror
1038,99,assistant_coaches,,1,165012,Nimar,WTKM V: Kibice Kontratakują,Necromantic Horror
1039,99,cheerleaders,,1,165012,Nimar,WTKM V: Kibice Kontratakują,Necromantic Horror
1040,99,Scyla Anfingrimm,,1,165091,Stachul,WTKM V: Kibice Kontratakują,Khorne
1041,1,Bloodspawn,Block,1,165091,Stachul,WTKM V: Kibice Kontratakują,Khorne
1042,2,Bloodseeker,Block,1,165091,Stachul,WTKM V: Kibice Kontratakują,Khorne
1043,3,Bloodseeker,Block,1,165091,Stachul,WTKM V: Kibice Kontratakują,Khorne
1044,4,Bloodseeker,Guard,1,165091,Stachul,WTKM V: Kibice Kontratakują,Khorne
1045,5,Bloodseeker,Block,1,165091,Stachul,WTKM V: Kibice Kontratakują,Khorne
1046,6,Khorngor,Tackle,1,165091,Stachul,WTKM V: Kibice Kontratakują,Khorne
1047,10,Bloodborn Marauder,,1,165091,Stachul,WTKM V: Kibice Kontratakują,Khorne
1048,11,Bloodborn Marauder,,1,165091,Stachul,WTKM V: Kibice Kontratakują,Khorne
1049,12,Bloodborn Marauder,,1,165091,Stachul,WTKM V: Kibice Kontratakują,Khorne
1050,13,Bloodborn Marauder,,1,165091,Stachul,WTKM V: Kibice Kontratakują,Khorne
1051,99,rerolls,,2,165091,Stachul,WTKM V: Kibice Kontratakują,Khorne
1052,1,Ghoul Runner,Block,1,161483,Qbitron,WTKM V: Kibice Kontratakują,Necromantic Horror
1053,2,Ghoul Runner,Sure Hands,1,161483,Qbitron,WTKM V: Kibice Kontratakują,Necromantic Horror
1054,3,Wraith,Tackle,1,161483,Qbitron,WTKM V: Kibice Kontratakują,Necromantic Horror
1055,4,Wraith,Guard,1,161483,Qbitron,WTKM V: Kibice Kontratakują,Necromantic Horror
1056,5,Flesh Golem,Guard,1,161483,Qbitron,WTKM V: Kibice Kontratakują,Necromantic Horror
1057,6,Flesh Golem,Guard,1,161483,Qbitron,WTKM V: Kibice Kontratakują,Necromantic Horror
1058,7,Werewolf,Block,1,161483,Qbitron,WTKM V: Kibice Kontratakują,Necromantic Horror
1059,8,Werewolf,Block,1,161483,Qbitron,WTKM V: Kibice Kontratakują,Necromantic Horror
1060,9,Zombie Lineman,,1,161483,Qbitron,WTKM V: Kibice Kontratakują,Necromantic Horror
1061,10,Zombie Lineman,,1,161483,Qbitron,WTKM V: Kibice Kontratakują,Necromantic Horror
1062,11,Zombie Lineman,,1,161483,Qbitron,WTKM V: Kibice Kontratakują,Necromantic Horror
1063,12,Zombie Lineman,,1,161483,Qbitron,WTKM V: Kibice Kontratakują,Necromantic Horror
1064,99,rerolls,,2,161483,Qbitron,WTKM V: Kibice Kontratakują,Necromantic Horror
1065,1,Skaven Clanrat,Block,1,160024,Aust,WTKM V: Kibice Kontratakują,Skaven
1066,2,Skaven Clanrat,Kick,1,160024,Aust,WTKM V: Kibice Kontratakują,Skaven
1067,3,Skaven Clanrat,Wrestle,1,160024,Aust,WTKM V: Kibice Kontratakują,Skaven
1068,4,Skaven Clanrat,,1,160024,Aust,WTKM V: Kibice Kontratakują,Skaven
1069,5,Skaven Clanrat,,1,160024,Aust,WTKM V: Kibice Kontratakują,Skaven
1070,6,Skaven Clanrat,,1,160024,Aust,WTKM V: Kibice Kontratakują,Skaven
1071,8,Skaven Thrower,Leader,1,160024,Aust,WTKM V: Kibice Kontratakują,Skaven
1072,10,Gutter Runner,Block,1,160024,Aust,WTKM V: Kibice Kontratakują,Skaven
1073,11,Gutter Runner,Block,1,160024,Aust,WTKM V: Kibice Kontratakują,Skaven
1074,14,Skaven Blitzer,,1,160024,Aust,WTKM V: Kibice Kontratakują,Skaven
1075,15,Skaven Blitzer,,1,160024,Aust,WTKM V: Kibice Kontratakują,Skaven
1076,16,Rat Ogre,Block,1,160024,Aust,WTKM V: Kibice Kontratakują,Skaven
1077,99,rerolls,,2,160024,Aust,WTKM V: Kibice Kontratakują,Skaven
1078,99,PrayersToNuffle,,2,160024,Aust,WTKM V: Kibice Kontratakują,Skaven
1079,1,Trained Troll,Block,1,166587,Michal Leszczynski,WTKM V: Kibice Kontratakują,Goblin
1080,2,Trained Troll,Block,1,166587,Michal Leszczynski,WTKM V: Kibice Kontratakują,Goblin
1081,3,Pogoer,Block,1,166587,Michal Leszczynski,WTKM V: Kibice Kontratakują,Goblin
1082,4,Fanatic,Block,1,166587,Michal Leszczynski,WTKM V: Kibice Kontratakują,Goblin
1083,5,Doom Diver,,1,166587,Michal Leszczynski,WTKM V: Kibice Kontratakują,Goblin
1084,6,Bomma,Pass,1,166587,Michal Leszczynski,WTKM V: Kibice Kontratakują,Goblin
1085,7,Looney,Lone Fouler,1,166587,Michal Leszczynski,WTKM V: Kibice Kontratakują,Goblin
1086,8,Goblin Lineman,,1,166587,Michal Leszczynski,WTKM V: Kibice Kontratakują,Goblin
1087,9,Goblin Lineman,,1,166587,Michal Leszczynski,WTKM V: Kibice Kontratakują,Goblin
1088,10,Goblin Lineman,,1,166587,Michal Leszczynski,WTKM V: Kibice Kontratakują,Goblin
1089,11,Goblin Lineman,,1,166587,Michal Leszczynski,WTKM V: Kibice Kontratakują,Goblin
1090,12,Goblin Lineman,,1,166587,Michal Leszczynski,WTKM V: Kibice Kontratakują,Goblin
1091,13,Goblin Lineman,,1,166587,Michal Leszczynski,WTKM V: Kibice Kontratakują,Goblin
1092,14,Goblin Lineman,,1,166587,Michal Leszczynski,WTKM V: Kibice Kontratakują,Goblin
1093,15,Goblin Lineman,,1,166587,Michal Leszczynski,WTKM V: Kibice Kontratakują,Goblin
1094,16,Goblin Lineman,,1,166587,Michal Leszczynski,WTKM V: Kibice Kontratakują,Goblin
1095,99,rerolls,,3,166587,Michal Leszczynski,WTKM V: Kibice Kontratakują,Goblin
1096,99,PrayersToNuffle,,1,166587,Michal Leszczynski,WTKM V: Kibice Kontratakują,Goblin
1097,99,TeamMascot,,1,166587,Michal Leszczynski,WTKM V: Kibice Kontratakują,Goblin
1098,99,Bribes,,2,166587,Michal Leszczynski,WTKM V: Kibice Kontratakują,Goblin
1099,21,Trained Troll,Block,1,164067,Eru,WTKM V: Kibice Kontratakują,Goblin
1100,37,Trained Troll,Strong Arm,1,164067,Eru,WTKM V: Kibice Kontratakują,Goblin
1101,11,Fanatic,Block,1,164067,Eru,WTKM V: Kibice Kontratakują,Goblin
1102,12,Doom Diver,Catch,1,164067,Eru,WTKM V: Kibice Kontratakują,Goblin
1103,13,’Ooligan,Sneaky Git,1,164067,Eru,WTKM V: Kibice Kontratakują,Goblin
1104,14,Looney,Saboteur,1,164067,Eru,WTKM V: Kibice Kontratakują,Goblin
1105,1,Goblin Lineman,Sure Hands,1,164067,Eru,WTKM V: Kibice Kontratakują,Goblin
1106,2,Goblin Lineman,,1,164067,Eru,WTKM V: Kibice Kontratakują,Goblin
1107,3,Goblin Lineman,,1,164067,Eru,WTKM V: Kibice Kontratakują,Goblin
1108,4,Goblin Lineman,,1,164067,Eru,WTKM V: Kibice Kontratakują,Goblin
1109,5,Goblin Lineman,,1,164067,Eru,WTKM V: Kibice Kontratakują,Goblin
1110,6,Goblin Lineman,,1,164067,Eru,WTKM V: Kibice Kontratakują,Goblin
1111,7,Goblin Lineman,,1,164067,Eru,WTKM V: Kibice Kontratakują,Goblin
1112,8,Goblin Lineman,,1,164067,Eru,WTKM V: Kibice Kontratakują,Goblin
1113,9,Goblin Lineman,,1,164067,Eru,WTKM V: Kibice Kontratakują,Goblin
1114,10,Goblin Lineman,,1,164067,Eru,WTKM V: Kibice Kontratakują,Goblin
1115,99,rerolls,,2,164067,Eru,WTKM V: Kibice Kontratakują,Goblin
1116,99,PrayersToNuffle,,3,164067,Eru,WTKM V: Kibice Kontratakują,Goblin
1117,99,Bribes,,3,164067,Eru,WTKM V: Kibice Kontratakują,Goblin
1118,99,TempAgencyCheerleaders,,2,164067,Eru,WTKM V: Kibice Kontratakują,Goblin
1119,99,TeamMascot,,1,164067,Eru,WTKM V: Kibice Kontratakują,Goblin
1120,1,Skaven Clanrat,,1,160877,Dejw,WTKM V: Kibice Kontratakują,Skaven
1121,2,Skaven Clanrat,,1,160877,Dejw,WTKM V: Kibice Kontratakują,Skaven
1122,3,Skaven Clanrat,,1,160877,Dejw,WTKM V: Kibice Kontratakują,Skaven
1123,4,Skaven Clanrat,,1,160877,Dejw,WTKM V: Kibice Kontratakują,Skaven
1124,5,Skaven Clanrat,Wrestle,1,160877,Dejw,WTKM V: Kibice Kontratakują,Skaven
1125,7,Skaven Thrower,Block,1,160877,Dejw,WTKM V: Kibice Kontratakują,Skaven
1126,8,Gutter Runner,Block,1,160877,Dejw,WTKM V: Kibice Kontratakują,Skaven
1127,9,Gutter Runner,Block,1,160877,Dejw,WTKM V: Kibice Kontratakują,Skaven
1128,6,Rat Ogre,Block,1,160877,Dejw,WTKM V: Kibice Kontratakują,Skaven
1129,10,Skaven Blitzer,Guard,1,160877,Dejw,WTKM V: Kibice Kontratakują,Skaven
1130,11,Skaven Blitzer,Guard,1,160877,Dejw,WTKM V: Kibice Kontratakują,Skaven
1131,99,rerolls,,3,160877,Dejw,WTKM V: Kibice Kontratakują,Skaven
1132,99,assistant_coaches,,1,160877,Dejw,WTKM V: Kibice Kontratakują,Skaven
1133,99,cheerleaders,,1,160877,Dejw,WTKM V: Kibice Kontratakują,Skaven
1134,1,Grail Knight,,1,161849,Karol Han,WTKM V: Kibice Kontratakują,Bretonnian
1135,2,Grail Knight,,1,161849,Karol Han,WTKM V: Kibice Kontratakują,Bretonnian
1136,5,Bretonnian Knight Catcher,,1,161849,Karol Han,WTKM V: Kibice Kontratakują,Bretonnian
1137,6,Bretonnian Knight Catcher,,1,161849,Karol Han,WTKM V: Kibice Kontratakują,Bretonnian
1138,3,Bretonnian Knight Thrower,,1,161849,Karol Han,WTKM V: Kibice Kontratakują,Bretonnian
1139,4,Bretonnian Knight Thrower,,1,161849,Karol Han,WTKM V: Kibice Kontratakują,Bretonnian
1140,7,Bretonnian Squire,Jump Up,1,161849,Karol Han,WTKM V: Kibice Kontratakują,Bretonnian
1141,8,Bretonnian Squire,Jump Up,1,161849,Karol Han,WTKM V: Kibice Kontratakują,Bretonnian
1142,9,Bretonnian Squire,Dauntless,1,161849,Karol Han,WTKM V: Kibice Kontratakują,Bretonnian
1143,10,Bretonnian Squire,Dauntless,1,161849,Karol Han,WTKM V: Kibice Kontratakują,Bretonnian
1144,11,Bretonnian Squire,Tackle,1,161849,Karol Han,WTKM V: Kibice Kontratakują,Bretonnian
1145,12,Bretonnian Squire,Tackle,1,161849,Karol Han,WTKM V: Kibice Kontratakują,Bretonnian
1146,99,rerolls,,3,161849,Karol Han,WTKM V: Kibice Kontratakują,Bretonnian
1147,99,BlitzerBestKeg,,2,161849,Karol Han,WTKM V: Kibice Kontratakują,Bretonnian
1148,1,Vampire Blitzer,Strip Ball,1,162082,Sanngriðr,Red Bug Cup,Vampire
1149,2,Vampire Thrower,Leader,1,162082,Sanngriðr,Red Bug Cup,Vampire
1150,3,Vampire Thrower,,1,162082,Sanngriðr,Red Bug Cup,Vampire
1151,4,Vampire Runner,Pro,1,162082,Sanngriðr,Red Bug Cup,Vampire
1152,5,Vampire Runner,Pro,1,162082,Sanngriðr,Red Bug Cup,Vampire
1153,6,Thrall Lineman,Block,1,162082,Sanngriðr,Red Bug Cup,Vampire
1154,7,Thrall Lineman,Block,1,162082,Sanngriðr,Red Bug Cup,Vampire
1155,8,Thrall Lineman,Block,1,162082,Sanngriðr,Red Bug Cup,Vampire
1156,9,Thrall Lineman,,1,162082,Sanngriðr,Red Bug Cup,Vampire
1157,10,Thrall Lineman,,1,162082,Sanngriðr,Red Bug Cup,Vampire
1158,11,Thrall Lineman,,1,162082,Sanngriðr,Red Bug Cup,Vampire
1159,12,Thrall Lineman,,1,162082,Sanngriðr,Red Bug Cup,Vampire
1160,13,Thrall Lineman,,1,162082,Sanngriðr,Red Bug Cup,Vampire
1161,99,rerolls,,5,162082,Sanngriðr,Red Bug Cup,Vampire
1162,1,Trained Troll,Guard,1,162853,rio_bravo,Red Bug Cup,Snotling
1163,2,Trained Troll,Block,1,162853,rio_bravo,Red Bug Cup,Snotling
1164,3,Pump Wagon,Block,1,162853,rio_bravo,Red Bug Cup,Snotling
1165,4,Pump Wagon,Block,1,162853,rio_bravo,Red Bug Cup,Snotling
1166,5,Stilty Runna,Sure Feet,1,162853,rio_bravo,Red Bug Cup,Snotling
1167,6,Stilty Runna,Sure Feet,1,162853,rio_bravo,Red Bug Cup,Snotling
1168,7,Snotling Lineman,Dirty Player,1,162853,rio_bravo,Red Bug Cup,Snotling
1169,8,Snotling Lineman,Diving Tackle,1,162853,rio_bravo,Red Bug Cup,Snotling
1170,9,Snotling Lineman,Diving Tackle,1,162853,rio_bravo,Red Bug Cup,Snotling
1171,10,Snotling Lineman,,1,162853,rio_bravo,Red Bug Cup,Snotling
1172,11,Snotling Lineman,,1,162853,rio_bravo,Red Bug Cup,Snotling
1173,12,Snotling Lineman,,1,162853,rio_bravo,Red Bug Cup,Snotling
1174,13,Skitter Stab-Stab,,1,162853,rio_bravo,Red Bug Cup,Snotling
1175,14,Glart Smashrip,,1,162853,rio_bravo,Red Bug Cup,Snotling
1176,15,Snotling Lineman,,1,162853,rio_bravo,Red Bug Cup,Snotling
1177,99,rerolls,,2,162853,rio_bravo,Red Bug Cup,Snotling
1178,99,RiotousRookies,,1,162853,rio_bravo,Red Bug Cup,Snotling
1179,1,Dark Elf Blitzer,Dodge,1,164324,Rezzy,Red Bug Cup,Dark Elf
1180,2,Dark Elf Blitzer,Dodge,1,164324,Rezzy,Red Bug Cup,Dark Elf
1181,3,Witch Elf,Wrestle,1,164324,Rezzy,Red Bug Cup,Dark Elf
1182,4,Witch Elf,Wrestle,1,164324,Rezzy,Red Bug Cup,Dark Elf
1183,5,Dark Elf Runner,Nerves of Steel,1,164324,Rezzy,Red Bug Cup,Dark Elf
1184,6,Dark Elf Lineman,Tackle,1,164324,Rezzy,Red Bug Cup,Dark Elf
1185,7,Dark Elf Lineman,,1,164324,Rezzy,Red Bug Cup,Dark Elf
1186,8,Dark Elf Lineman,,1,164324,Rezzy,Red Bug Cup,Dark Elf
1187,9,Dark Elf Lineman,,1,164324,Rezzy,Red Bug Cup,Dark Elf
1188,10,Dark Elf Lineman,,1,164324,Rezzy,Red Bug Cup,Dark Elf
1189,11,Dark Elf Lineman,,1,164324,Rezzy,Red Bug Cup,Dark Elf
1190,12,Dark Elf Lineman,,1,164324,Rezzy,Red Bug Cup,Dark Elf
1191,99,rerolls,,3,164324,Rezzy,Red Bug Cup,Dark Elf
1192,11,Wood Elf Thrower,Leader,1,163526,Valery Martsinkevich,Red Bug Cup,Wood Elf
1193,14,Wood Elf Catcher,Sure Feet,1,163526,Valery Martsinkevich,Red Bug Cup,Wood Elf
1194,15,Wardancer,Strip Ball,1,163526,Valery Martsinkevich,Red Bug Cup,Wood Elf
1195,16,Wardancer,Strip Ball,1,163526,Valery Martsinkevich,Red Bug Cup,Wood Elf
1196,1,Wood Elf Lineman,,1,163526,Valery Martsinkevich,Red Bug Cup,Wood Elf
1197,2,Wood Elf Lineman,Block,1,163526,Valery Martsinkevich,Red Bug Cup,Wood Elf
1198,3,Wood Elf Lineman,Block,1,163526,Valery Martsinkevich,Red Bug Cup,Wood Elf
1199,4,Wood Elf Lineman,,1,163526,Valery Martsinkevich,Red Bug Cup,Wood Elf
1200,5,Wood Elf Lineman,,1,163526,Valery Martsinkevich,Red Bug Cup,Wood Elf
1201,6,Wood Elf Lineman,,1,163526,Valery Martsinkevich,Red Bug Cup,Wood Elf
1202,7,Wood Elf Lineman,,1,163526,Valery Martsinkevich,Red Bug Cup,Wood Elf
1203,8,Wood Elf Lineman,,1,163526,Valery Martsinkevich,Red Bug Cup,Wood Elf
1204,99,rerolls,,2,163526,Valery Martsinkevich,Red Bug Cup,Wood Elf
1205,1,Ogre,Guard,1,162037,YangZubr,Red Bug Cup,Old World Alliance
1206,2,Dwarf Blitzer,Guard,1,162037,YangZubr,Red Bug Cup,Old World Alliance
1207,3,Troll Slayer,Mighty Blow,1,162037,YangZubr,Red Bug Cup,Old World Alliance
1208,4,Dwarf Lineman,,1,162037,YangZubr,Red Bug Cup,Old World Alliance
1209,5,Dwarf Lineman,,1,162037,YangZubr,Red Bug Cup,Old World Alliance
1210,6,Dwarf Lineman,,1,162037,YangZubr,Red Bug Cup,Old World Alliance
1211,7,Human Blitzer,Mighty Blow,1,162037,YangZubr,Red Bug Cup,Old World Alliance
1212,8,Human Thrower,Leader,1,162037,YangZubr,Red Bug Cup,Old World Alliance
1213,9,Human Catcher,Wrestle,1,162037,YangZubr,Red Bug Cup,Old World Alliance
1214,10,Human Lineman,,1,162037,YangZubr,Red Bug Cup,Old World Alliance
1215,11,Human Lineman,,1,162037,YangZubr,Red Bug Cup,Old World Alliance
1216,12,Human Lineman,,1,162037,YangZubr,Red Bug Cup,Old World Alliance
1217,13,Halfling Hopeful,,1,162037,YangZubr,Red Bug Cup,Old World Alliance
1218,99,rerolls,,2,162037,YangZubr,Red Bug Cup,Old World Alliance
1219,99,assistant_coaches,,2,162037,YangZubr,Red Bug Cup,Old World Alliance
1220,1,Rotspawn,Brawler,1,162863,Oleg (Vicious),Red Bug Cup,Nurgle
1221,2,Bloater,Block,1,162863,Oleg (Vicious),Red Bug Cup,Nurgle
1222,3,Bloater,Block,1,162863,Oleg (Vicious),Red Bug Cup,Nurgle
1223,4,Bloater,Block,1,162863,Oleg (Vicious),Red Bug Cup,Nurgle
1224,5,Bloater,Guard,1,162863,Oleg (Vicious),Red Bug Cup,Nurgle
1225,6,Pestigor,Frenzy,1,162863,Oleg (Vicious),Red Bug Cup,Nurgle
1226,7,Pestigor,"Strip Ball, Frenzy",1,162863,Oleg (Vicious),Red Bug Cup,Nurgle
1227,8,Rotter Lineman,,1,162863,Oleg (Vicious),Red Bug Cup,Nurgle
1228,9,Rotter Lineman,,1,162863,Oleg (Vicious),Red Bug Cup,Nurgle
1229,10,Rotter Lineman,,1,162863,Oleg (Vicious),Red Bug Cup,Nurgle
1230,11,Rotter Lineman,,1,162863,Oleg (Vicious),Red Bug Cup,Nurgle
1231,12,Rotter Lineman,,1,162863,Oleg (Vicious),Red Bug Cup,Nurgle
1232,13,Rotter Lineman,,1,162863,Oleg (Vicious),Red Bug Cup,Nurgle
1233,14,Rotter Lineman,,1,162863,Oleg (Vicious),Red Bug Cup,Nurgle
1234,99,rerolls,,3,162863,Oleg (Vicious),Red Bug Cup,Nurgle
1235,1,Black Orc,Block,1,162920,OlafWonderbeard,Red Bug Cup,Black Orc
1236,2,Black Orc,Block,1,162920,OlafWonderbeard,Red Bug Cup,Black Orc
1237,3,Black Orc,Mighty Blow,1,162920,OlafWonderbeard,Red Bug Cup,Black Orc
1238,4,Black Orc,Mighty Blow,1,162920,OlafWonderbeard,Red Bug Cup,Black Orc
1239,5,Black Orc,Guard,1,162920,OlafWonderbeard,Red Bug Cup,Black Orc
1240,6,Black Orc,Guard,1,162920,OlafWonderbeard,Red Bug Cup,Black Orc
1241,7,Goblin Bruiser,Strip Ball,1,162920,OlafWonderbeard,Red Bug Cup,Black Orc
1242,8,Goblin Bruiser,,1,162920,OlafWonderbeard,Red Bug Cup,Black Orc
1243,9,Goblin Bruiser,,1,162920,OlafWonderbeard,Red Bug Cup,Black Orc
1244,10,Goblin Bruiser,,1,162920,OlafWonderbeard,Red Bug Cup,Black Orc
1245,13,Trained Troll,Block,1,162920,OlafWonderbeard,Red Bug Cup,Black Orc
1246,16,Scrappa Sorehead,,1,162920,OlafWonderbeard,Red Bug Cup,Black Orc
1247,99,rerolls,,2,162920,OlafWonderbeard,Red Bug Cup,Black Orc
1248,99,Bribes,,1,162920,OlafWonderbeard,Red Bug Cup,Black Orc
1249,1,Vampire Blitzer,Frenzy,1,162148,Khan,Red Bug Cup,Vampire
1250,2,Vampire Blitzer,Pro,1,162148,Khan,Red Bug Cup,Vampire
1251,3,Vampire Thrower,Leader,1,162148,Khan,Red Bug Cup,Vampire
1252,4,Vampire Thrower,Pro,1,162148,Khan,Red Bug Cup,Vampire
1253,5,Vampire Runner,Pro,1,162148,Khan,Red Bug Cup,Vampire
1254,6,Vampire Runner,Pro,1,162148,Khan,Red Bug Cup,Vampire
1255,7,Thrall Lineman,Kick,1,162148,Khan,Red Bug Cup,Vampire
